	weights	p	n_neighbors	metric_params	metric	leaf_size	algorithm	accuracy	average_precision	f1	precision	recall	roc_auc
306	distance	1	3	{'w': 1}	chebyshev	50	ball_tree						
307	distance	3	5	{'w': 1}	seuclidean	40	ball_tree						
308	distance	2	10	{'V': 3}	minkowski	100	kd_tree						
309	distance	1	5	{'V': 1}	seuclidean	30	ball_tree						
310	distance	2	3	{'w': 2}	seuclidean	100	brute						
311	uniform	3	3	{'w': 3}	mahalanobis	100	auto						
312	distance	1	10	{'V': 2}	seuclidean	100	auto						
313	uniform	2	7	{'w': 1}	minkowski	40	kd_tree						
314	uniform	3	3	{'w': 3}	chebyshev	100	ball_tree						
315	distance	2	3	{'V': 2}	chebyshev	10	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
316	uniform	2	7	{'V': 2}	seuclidean	50	brute						
317	uniform	3	3	{'w': 3}	minkowski	30	auto	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
318	distance	3	7	{'w': 2}	mahalanobis	40	kd_tree						
319	distance	1	10	{'w': 2}	chebyshev	30	kd_tree						
320	uniform	3	10	{'w': 2}	chebyshev	10	ball_tree						
321	uniform	2	3	{'V': 2}	mahalanobis	30	brute						
322	distance	1	5	{'V': 3}	minkowski	10	kd_tree						
323	distance	3	5	{'w': 1}	seuclidean	100	ball_tree						
324	uniform	3	5	{'V': 2}	seuclidean	100	brute						
325	distance	2	10	{'w': 1}	seuclidean	20	brute						
326	uniform	1	5	{'V': 3}	chebyshev	100	kd_tree						
327	uniform	2	7	{'V': 1}	seuclidean	40	auto						
328	distance	1	7	{'V': 3}	minkowski	40	kd_tree						
329	distance	1	10	{'V': 2}	chebyshev	40	ball_tree						
330	distance	3	3	{'V': 1}	minkowski	20	auto	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
331	uniform	1	3	{'V': 2}	mahalanobis	100	auto						
332	distance	1	5	{'w': 1}	minkowski	40	kd_tree						
333	distance	1	10	{'w': 3}	chebyshev	100	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
334	distance	3	5	{'V': 3}	seuclidean	20	auto						
335	distance	3	5	{'V': 3}	chebyshev	40	ball_tree						
336	uniform	3	5	{'V': 2}	chebyshev	40	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
337	distance	1	3	{'w': 2}	seuclidean	100	ball_tree						
338	distance	1	5	{'V': 2}	chebyshev	40	kd_tree						
339	distance	2	3	{'V': 1}	mahalanobis	100	kd_tree						
340	uniform	3	5	{'V': 2}	minkowski	100	kd_tree						
341	uniform	3	10	{'V': 1}	mahalanobis	50	ball_tree						
342	uniform	3	10	{'w': 1}	mahalanobis	50	brute						
343	distance	1	5	{'w': 3}	minkowski	20	ball_tree						
344	uniform	2	3	{'V': 2}	mahalanobis	10	kd_tree						
345	uniform	2	10	{'w': 2}	mahalanobis	40	kd_tree						
346	uniform	2	3	{'V': 2}	chebyshev	100	kd_tree						
347	distance	1	7	{'w': 1}	chebyshev	30	kd_tree						
348	uniform	1	3	{'w': 1}	minkowski	20	kd_tree						
349	uniform	3	5	{'w': 1}	mahalanobis	100	kd_tree						
350	distance	2	7	{'V': 1}	minkowski	100	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
351	uniform	2	7	{'V': 2}	seuclidean	10	auto						
352	distance	2	5	{'V': 2}	minkowski	100	brute	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
353	distance	2	3	{'w': 2}	chebyshev	40	kd_tree						
354	uniform	3	3	{'w': 1}	seuclidean	30	kd_tree						
355	distance	2	7	{'w': 1}	minkowski	100	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
356	distance	2	5	{'w': 2}	mahalanobis	100	ball_tree						
357	distance	1	7	{'w': 2}	mahalanobis	10	kd_tree						
358	uniform	2	5	{'V': 1}	chebyshev	50	kd_tree						
359	uniform	3	10	{'V': 2}	chebyshev	30	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
360	distance	3	10	{'V': 2}	mahalanobis	30	brute						
361	uniform	3	5	{'V': 1}	mahalanobis	100	ball_tree						
362	uniform	1	10	{'w': 2}	seuclidean	10	brute						
363	distance	1	10	{'V': 2}	minkowski	30	auto						
364	uniform	3	3	{'w': 3}	chebyshev	20	ball_tree						
365	uniform	2	10	{'V': 3}	minkowski	40	ball_tree						
366	uniform	3	10	{'V': 3}	mahalanobis	100	auto						
367	uniform	2	7	{'V': 3}	seuclidean	10	auto						
368	uniform	3	3	{'w': 1}	minkowski	20	brute	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
369	distance	1	10	{'V': 1}	chebyshev	30	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
370	uniform	2	5	{'V': 3}	seuclidean	100	kd_tree						
371	uniform	1	5	{'w': 2}	mahalanobis	20	ball_tree						
372	distance	2	10	{'V': 1}	mahalanobis	100	ball_tree						
373	distance	3	5	{'w': 1}	minkowski	10	auto	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
374	uniform	1	3	{'w': 1}	seuclidean	10	ball_tree						
375	uniform	2	5	{'V': 1}	chebyshev	20	kd_tree						
376	distance	2	5	{'V': 2}	minkowski	100	kd_tree						
377	uniform	3	3	{'V': 2}	chebyshev	40	kd_tree						
378	uniform	1	7	{'w': 2}	chebyshev	100	ball_tree						
379	distance	1	3	{'w': 3}	seuclidean	40	kd_tree						
380	distance	1	10	{'V': 2}	chebyshev	10	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
381	distance	2	7	{'V': 2}	minkowski	30	kd_tree						
382	uniform	1	5	{'V': 3}	chebyshev	50	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
383	uniform	1	7	{'w': 2}	seuclidean	20	auto						
384	uniform	3	3	{'V': 2}	minkowski	100	ball_tree						
385	uniform	1	5	{'V': 1}	minkowski	10	ball_tree						
386	uniform	2	3	{'V': 3}	seuclidean	20	ball_tree						
387	distance	2	5	{'V': 1}	minkowski	40	brute	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
388	uniform	3	5	{'w': 2}	minkowski	40	brute	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
389	distance	2	7	{'w': 3}	minkowski	100	kd_tree						
390	uniform	3	7	{'V': 1}	mahalanobis	20	brute						
391	uniform	1	10	{'V': 2}	chebyshev	30	ball_tree						
392	distance	2	7	{'V': 2}	seuclidean	40	kd_tree						
393	distance	2	3	{'V': 1}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
394	uniform	2	10	{'w': 3}	seuclidean	10	ball_tree						
395	distance	3	7	{'V': 1}	seuclidean	10	auto						
396	uniform	1	5	{'V': 1}	mahalanobis	40	kd_tree						
397	uniform	3	7	{'V': 2}	seuclidean	20	kd_tree						
398	distance	2	10	{'w': 2}	chebyshev	20	kd_tree						
399	uniform	2	7	{'w': 1}	minkowski	100	kd_tree						
400	uniform	1	3	{'V': 3}	mahalanobis	40	brute						
401	uniform	1	3	{'w': 2}	mahalanobis	40	auto						
402	uniform	3	7	{'V': 1}	chebyshev	50	kd_tree						
403	uniform	2	10	{'w': 1}	minkowski	50	brute	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
404	uniform	3	7	{'w': 1}	mahalanobis	20	brute						
405	uniform	1	7	{'w': 1}	chebyshev	50	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
406	uniform	3	5	{'V': 3}	chebyshev	10	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
407	uniform	1	10	{'w': 2}	chebyshev	30	kd_tree						
408	distance	1	3	{'V': 3}	chebyshev	10	ball_tree						
409	distance	3	3	{'V': 3}	seuclidean	30	auto						
410	distance	1	10	{'V': 3}	chebyshev	30	kd_tree						
411	distance	1	10	{'w': 2}	minkowski	30	brute	0.8134766034099954	0.6170209097580501	0.49521557034884794	0.6730986455405059	0.41055206149545775	0.7851927320488357
412	uniform	1	3	{'V': 1}	chebyshev	30	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
413	uniform	1	5	{'V': 1}	chebyshev	10	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
414	distance	3	5	{'V': 3}	mahalanobis	40	kd_tree						
415	distance	2	3	{'w': 3}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
416	distance	2	10	{'w': 1}	mahalanobis	40	ball_tree						
417	uniform	2	3	{'w': 3}	chebyshev	30	kd_tree						
418	distance	1	5	{'V': 1}	minkowski	40	auto						
419	uniform	1	7	{'V': 3}	minkowski	10	brute						
420	distance	2	5	{'V': 2}	mahalanobis	40	brute						
421	uniform	2	3	{'V': 1}	mahalanobis	40	ball_tree						
422	uniform	3	10	{'w': 3}	mahalanobis	100	auto						
423	uniform	1	3	{'V': 1}	minkowski	10	brute						
424	uniform	2	3	{'V': 2}	chebyshev	30	kd_tree						
425	distance	2	5	{'V': 3}	minkowski	30	kd_tree						
426	uniform	2	3	{'w': 1}	seuclidean	20	auto						
427	uniform	2	10	{'w': 3}	chebyshev	40	ball_tree						
428	uniform	1	7	{'V': 1}	chebyshev	40	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
429	uniform	1	7	{'w': 3}	seuclidean	10	auto						
430	distance	1	7	{'w': 3}	minkowski	30	brute	0.8070964768966528	0.5947338621950694	0.4964967147200158	0.6611467855815683	0.4255066387141859	0.7691869058088654
431	distance	2	7	{'V': 3}	mahalanobis	40	ball_tree						
432	uniform	2	10	{'w': 2}	seuclidean	50	brute						
433	uniform	2	7	{'w': 3}	chebyshev	100	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
434	distance	1	10	{'V': 3}	chebyshev	10	kd_tree						
435	uniform	3	5	{'w': 2}	chebyshev	50	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
436	distance	1	10	{'V': 2}	chebyshev	50	ball_tree						
437	uniform	1	10	{'V': 3}	seuclidean	100	brute						
438	distance	2	7	{'w': 2}	seuclidean	100	ball_tree						
439	uniform	2	7	{'w': 2}	mahalanobis	30	auto						
440	uniform	2	3	{'w': 3}	minkowski	30	ball_tree						
441	uniform	2	10	{'V': 3}	mahalanobis	20	kd_tree						
442	distance	3	10	{'w': 1}	chebyshev	50	ball_tree						
443	distance	3	7	{'V': 1}	minkowski	30	ball_tree						
444	uniform	3	3	{'w': 3}	chebyshev	30	ball_tree						
445	uniform	2	3	{'V': 1}	seuclidean	10	ball_tree						
446	uniform	2	10	{'V': 2}	seuclidean	10	brute						
447	uniform	3	7	{'V': 2}	minkowski	40	auto	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
448	uniform	1	5	{'V': 3}	mahalanobis	20	brute						
449	uniform	2	7	{'V': 2}	mahalanobis	50	brute						
450	distance	3	5	{'w': 2}	minkowski	40	ball_tree						
451	uniform	2	3	{'w': 3}	mahalanobis	40	auto						
452	distance	1	10	{'w': 2}	mahalanobis	30	auto						
453	distance	3	3	{'w': 3}	mahalanobis	50	kd_tree						
454	distance	2	3	{'w': 1}	chebyshev	20	kd_tree						
455	uniform	1	10	{'w': 2}	mahalanobis	30	kd_tree						
456	distance	3	7	{'w': 1}	minkowski	10	brute	0.807100666080181	0.5809671515921131	0.4878812686715877	0.669193131397827	0.3995108315863033	0.745712682379349
457	distance	3	7	{'V': 1}	seuclidean	40	ball_tree						
458	uniform	3	7	{'V': 2}	chebyshev	30	ball_tree						
459	distance	2	3	{'w': 1}	mahalanobis	100	auto						
460	uniform	2	5	{'w': 2}	chebyshev	40	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
461	distance	2	7	{'V': 1}	chebyshev	50	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
462	distance	2	7	{'V': 3}	seuclidean	30	ball_tree						
463	distance	3	10	{'w': 2}	seuclidean	100	kd_tree						
464	uniform	1	10	{'V': 3}	minkowski	100	ball_tree						
465	distance	1	5	{'w': 2}	minkowski	30	brute	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
466	distance	3	3	{'w': 1}	seuclidean	100	ball_tree						
467	uniform	3	5	{'V': 3}	mahalanobis	40	brute						
468	distance	3	7	{'V': 1}	chebyshev	20	kd_tree						
469	uniform	3	3	{'V': 1}	seuclidean	40	brute						
470	distance	1	10	{'V': 1}	seuclidean	30	brute						
471	distance	2	7	{'w': 1}	chebyshev	20	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
472	distance	1	5	{'V': 2}	seuclidean	10	ball_tree						
473	uniform	2	5	{'w': 2}	seuclidean	40	kd_tree						
474	uniform	3	10	{'w': 3}	seuclidean	100	auto						
475	distance	3	3	{'w': 3}	chebyshev	40	kd_tree						
476	uniform	1	7	{'V': 2}	mahalanobis	10	auto						
477	distance	1	5	{'V': 3}	mahalanobis	40	kd_tree						
478	distance	2	5	{'w': 3}	chebyshev	20	ball_tree						
479	distance	1	7	{'V': 2}	chebyshev	30	kd_tree						
480	uniform	3	5	{'V': 3}	mahalanobis	50	ball_tree						
481	uniform	1	7	{'w': 1}	mahalanobis	20	brute						
482	distance	3	5	{'w': 1}	mahalanobis	20	ball_tree						
483	uniform	3	7	{'V': 3}	chebyshev	40	kd_tree						
484	distance	2	10	{'V': 2}	seuclidean	20	kd_tree						
485	distance	3	10	{'V': 3}	mahalanobis	100	brute						
486	uniform	2	3	{'V': 1}	minkowski	30	kd_tree						
487	uniform	1	10	{'w': 2}	seuclidean	20	ball_tree						
488	uniform	1	3	{'V': 2}	minkowski	20	kd_tree						
489	uniform	3	3	{'V': 2}	minkowski	20	kd_tree						
490	uniform	2	5	{'w': 2}	seuclidean	100	kd_tree						
491	distance	1	10	{'w': 1}	seuclidean	100	kd_tree						
492	distance	2	10	{'V': 3}	mahalanobis	30	brute						
493	uniform	2	7	{'V': 2}	chebyshev	20	kd_tree						
494	uniform	2	3	{'V': 2}	mahalanobis	40	auto						
495	distance	1	10	{'V': 3}	mahalanobis	20	brute						
496	uniform	1	10	{'V': 3}	mahalanobis	30	ball_tree						
497	uniform	2	5	{'w': 2}	minkowski	40	ball_tree						
498	distance	2	5	{'w': 3}	mahalanobis	20	auto						
499	distance	2	10	{'w': 1}	mahalanobis	50	kd_tree						
500	distance	2	5	{'w': 1}	minkowski	10	brute	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
501	distance	2	7	{'w': 2}	minkowski	20	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
502	uniform	2	7	{'V': 2}	minkowski	50	ball_tree						
503	distance	1	3	{'V': 1}	minkowski	40	auto						
504	distance	2	7	{'V': 2}	mahalanobis	30	auto						
505	distance	1	10	{'V': 2}	mahalanobis	50	ball_tree						
506	uniform	2	7	{'V': 3}	seuclidean	20	auto						
507	uniform	1	3	{'V': 2}	seuclidean	50	brute						
508	uniform	1	5	{'V': 2}	minkowski	10	auto						
509	uniform	3	3	{'w': 3}	mahalanobis	30	auto						
510	distance	2	5	{'V': 3}	chebyshev	50	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
511	distance	3	5	{'w': 3}	mahalanobis	10	ball_tree						
512	distance	3	7	{'w': 1}	chebyshev	50	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
513	distance	3	5	{'V': 3}	minkowski	10	ball_tree						
514	distance	3	7	{'w': 2}	mahalanobis	10	ball_tree						
515	distance	3	5	{'V': 2}	chebyshev	10	kd_tree						
516	uniform	1	5	{'V': 2}	seuclidean	30	brute						
517	distance	2	7	{'V': 2}	mahalanobis	30	brute						
518	uniform	3	7	{'V': 1}	seuclidean	100	auto						
519	distance	1	10	{'V': 1}	mahalanobis	10	auto						
520	uniform	2	5	{'w': 1}	seuclidean	30	auto						
521	distance	3	10	{'V': 1}	chebyshev	20	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
522	uniform	2	7	{'w': 2}	mahalanobis	100	kd_tree						
523	uniform	3	10	{'w': 2}	seuclidean	50	auto						
524	distance	3	5	{'w': 3}	seuclidean	10	kd_tree						
525	distance	3	7	{'w': 1}	seuclidean	10	brute						
526	distance	2	7	{'w': 1}	mahalanobis	30	auto						
527	uniform	1	3	{'w': 2}	mahalanobis	10	kd_tree						
528	uniform	2	3	{'V': 2}	minkowski	50	brute	0.7824054291818525	0.48391539905363573	0.4734393430384472	0.5584179111052376	0.41781970649895184	0.7159915234280619
529	distance	2	10	{'w': 1}	chebyshev	20	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
530	distance	2	10	{'V': 3}	chebyshev	40	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
531	uniform	2	10	{'w': 1}	mahalanobis	30	brute						
532	uniform	1	10	{'w': 2}	seuclidean	50	auto						
533	distance	1	5	{'w': 3}	chebyshev	30	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
534	uniform	3	5	{'V': 1}	minkowski	40	kd_tree						
535	uniform	2	5	{'w': 3}	minkowski	30	auto	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
536	distance	3	10	{'V': 3}	chebyshev	10	kd_tree						
537	distance	1	3	{'w': 3}	seuclidean	50	kd_tree						
538	uniform	3	5	{'V': 2}	mahalanobis	30	brute						
539	uniform	1	7	{'V': 1}	mahalanobis	50	ball_tree						
540	uniform	2	7	{'V': 2}	mahalanobis	100	auto						
541	uniform	2	10	{'V': 3}	minkowski	50	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
542	uniform	3	3	{'w': 1}	chebyshev	40	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
543	distance	1	7	{'V': 1}	mahalanobis	50	kd_tree						
544	distance	2	10	{'w': 2}	minkowski	20	kd_tree						
545	distance	2	10	{'V': 2}	mahalanobis	50	kd_tree						
546	distance	2	7	{'w': 1}	minkowski	40	ball_tree						
547	distance	1	5	{'V': 3}	chebyshev	40	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
548	uniform	2	3	{'V': 3}	chebyshev	20	ball_tree						
549	uniform	3	3	{'V': 1}	mahalanobis	40	brute						
550	uniform	1	3	{'w': 3}	minkowski	30	ball_tree						
551	distance	3	3	{'V': 1}	seuclidean	10	kd_tree						
552	distance	1	7	{'V': 3}	mahalanobis	50	kd_tree						
553	distance	3	7	{'V': 3}	mahalanobis	40	auto						
554	distance	2	7	{'V': 1}	chebyshev	10	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
555	uniform	3	3	{'w': 1}	chebyshev	20	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
556	uniform	3	7	{'V': 1}	seuclidean	30	brute						
557	distance	3	10	{'w': 3}	minkowski	50	ball_tree						
558	distance	3	3	{'V': 1}	seuclidean	50	ball_tree						
559	distance	2	3	{'V': 2}	chebyshev	100	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
560	uniform	1	7	{'w': 2}	mahalanobis	40	brute						
561	distance	2	10	{'V': 3}	chebyshev	20	kd_tree						
562	distance	1	5	{'w': 3}	minkowski	10	auto	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
563	uniform	1	10	{'w': 1}	chebyshev	40	ball_tree						
564	distance	2	7	{'V': 2}	mahalanobis	10	kd_tree						
565	uniform	1	10	{'V': 3}	mahalanobis	40	auto						
566	uniform	3	7	{'w': 2}	seuclidean	40	auto						
567	distance	1	5	{'w': 2}	minkowski	10	kd_tree						
568	distance	1	7	{'w': 2}	seuclidean	40	ball_tree						
569	distance	1	3	{'w': 1}	seuclidean	40	ball_tree						
570	distance	3	10	{'V': 3}	mahalanobis	10	ball_tree						
571	uniform	3	5	{'V': 1}	minkowski	50	ball_tree						
572	uniform	3	3	{'V': 3}	seuclidean	30	auto						
573	uniform	1	10	{'w': 3}	seuclidean	50	brute						
574	distance	2	5	{'V': 2}	minkowski	20	auto	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
