	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
379	lbfgs	l2	0.0	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
380	saga	elasticnet	1.0	0	False	5.0	0.8618951866281261	0.7521880260793956	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8559003794568696
381	liblinear	elasticnet	0.3	5	True	0.005						
382	newton-cg	l1	1.0	5	True	0.5						
383	saga	l2	0.0	0	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
384	saga	l2	0.6	1	False	1.0	0.8628126178207868	0.7535563279635745	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579253151940126
385	newton-cg	l1	1.0	0	True	0.5						
386	newton-cg	none	0.45	5	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
387	lbfgs	l1	1.0	5	False	0.1						
388	liblinear	l2	0.9	0	True	10.0						
389	liblinear	l1	0.6	5	False	5.0	0.8618951866281261	0.7506570923088882	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8555148023152116
390	liblinear	none	0.9	5	False	0.001						
391	saga	l1	1.0	1	True	0.01						
392	sag	elasticnet	0.15	0	True	0.005						
393	liblinear	l1	0.0	5	False	0.05	0.8564073562062753	0.7429400191602886	0.5551008773650283	0.8992919644023211	0.47177068214804063	0.8494063336072883
394	saga	none	0.75	5	True	0.01						
395	saga	l2	0.15	0	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
396	sag	none	0.6	0	True	0.01						
397	newton-cg	elasticnet	0.45	0	True	0.5						
398	lbfgs	l1	1.0	5	True	0.01						
399	lbfgs	l2	0.75	0	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
400	sag	none	0.6	0	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
401	newton-cg	none	0.3	0	False	0.1	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
402	lbfgs	l2	1.0	5	True	1.0						
403	lbfgs	l2	0.45	1	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
404	lbfgs	none	0.15	5	True	10.0						
405	liblinear	none	0.9	0	True	0.5						
406	sag	none	0.15	5	False	1.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
407	saga	none	0.3	1	True	10.0						
408	lbfgs	l1	0.75	0	True	0.01						
409	lbfgs	elasticnet	0.9	0	True	0.005						
410	lbfgs	elasticnet	0.0	0	False	1.0						
411	saga	l1	0.75	5	True	0.5						
412	sag	l1	0.9	5	False	10.0						
413	lbfgs	l2	0.45	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
414	liblinear	elasticnet	1.0	1	True	5.0						
415	saga	none	0.45	0	True	0.001						
416	sag	elasticnet	0.9	0	True	0.001						
417	sag	l1	0.0	5	True	10.0						
418	lbfgs	none	0.9	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
419	saga	l1	0.0	1	False	5.0	0.8618951866281261	0.7520097558586114	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8559003794568696
420	saga	l2	0.15	5	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
421	saga	none	0.75	1	False	0.05	0.8609819446189938	0.7516341783509699	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557889030723766
422	liblinear	l1	0.3	0	True	0.5						
423	sag	l1	0.0	5	True	0.01						
424	saga	elasticnet	0.9	5	False	0.1	0.8573205982154078	0.7556731327809646	0.5616208445642409	0.8887798707824469	0.48686502177068214	0.8572179866053474
425	liblinear	l1	0.9	0	False	10.0						
426	lbfgs	l2	0.6	5	True	0.05						
427	newton-cg	l2	0.75	0	False	0.05	0.8591512714172008	0.7489952758547265	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548052879150856
428	newton-cg	elasticnet	0.3	0	False	5.0						
429	newton-cg	elasticnet	1.0	0	False	0.05						
430	liblinear	l2	0.15	1	False	5.0	0.8618951866281261	0.7512329079276098	0.6153350828279933	0.8098852074323772	0.5550072568940494	0.8561058457341704
431	sag	l2	0.75	1	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
432	newton-cg	l1	0.75	5	True	0.5						
433	sag	elasticnet	0.3	5	True	0.05						
434	saga	l1	0.75	1	True	1.0						
435	lbfgs	l2	0.15	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
436	lbfgs	l1	0.3	0	True	1.0						
437	liblinear	elasticnet	0.6	5	False	0.001						
438	liblinear	l1	0.3	0	True	1.0						
439	newton-cg	l1	0.15	0	False	0.01						
440	newton-cg	l1	0.9	1	False	0.01						
441	saga	elasticnet	0.0	5	True	0.5						
442	sag	l2	0.9	0	False	1.0	0.8628126178207868	0.7536426324592191	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577657509573855
443	liblinear	none	0.75	0	False	10.0						
444	newton-cg	l2	0.75	1	True	0.5						
445	sag	none	0.45	5	True	5.0						
446	sag	elasticnet	0.0	0	False	0.005						
447	liblinear	elasticnet	1.0	0	True	0.1						
448	newton-cg	none	0.6	5	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
449	saga	l2	0.75	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
450	newton-cg	l1	0.3	0	False	5.0						
451	newton-cg	l2	0.0	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
452	newton-cg	l2	0.9	0	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
453	sag	elasticnet	0.0	5	True	0.001						
454	liblinear	elasticnet	0.75	5	True	1.0						
455	liblinear	none	1.0	5	False	1.0						
456	saga	none	0.75	0	True	0.5						
457	saga	none	0.15	5	True	5.0						
458	saga	l2	0.75	5	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
459	newton-cg	l2	0.3	5	True	0.5						
460	liblinear	l2	0.3	0	False	0.005						
461	sag	none	0.0	1	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
462	liblinear	none	0.75	5	False	0.005						
463	sag	l1	0.15	1	True	0.5						
464	saga	elasticnet	0.3	5	False	10.0	0.8609819446189938	0.7517353662412865	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559016909437458
465	lbfgs	l1	0.15	0	False	0.005						
466	newton-cg	l2	1.0	1	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
467	liblinear	elasticnet	0.6	1	False	0.5						
468	sag	l1	0.3	0	False	0.01						
469	sag	elasticnet	0.45	5	True	0.5						
470	newton-cg	none	0.9	1	True	0.001						
471	lbfgs	l2	0.3	0	True	0.01						
472	newton-cg	elasticnet	1.0	1	True	0.05						
473	liblinear	elasticnet	0.0	0	True	0.01						
474	sag	l2	0.75	0	True	0.1						
475	liblinear	none	1.0	5	True	0.005						
476	newton-cg	l1	0.45	5	True	0.1						
477	sag	elasticnet	0.75	1	False	0.01						
478	lbfgs	l2	0.45	0	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
479	lbfgs	none	0.0	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
480	lbfgs	none	0.9	5	True	5.0						
481	liblinear	none	0.15	5	False	0.05						
482	lbfgs	elasticnet	0.6	5	False	0.1						
483	sag	none	0.3	5	False	0.1	0.8609819446189938	0.7506330405664609	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553797191669436
484	saga	none	0.3	1	False	0.5	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
485	lbfgs	elasticnet	0.6	5	False	10.0						
486	sag	l2	0.15	1	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
487	lbfgs	l1	0.9	1	True	0.5						
488	newton-cg	l2	1.0	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
489	lbfgs	elasticnet	0.0	5	True	10.0						
490	newton-cg	l1	0.3	5	False	0.5						
491	saga	elasticnet	0.75	5	False	1.0	0.8628126178207868	0.7541920071900102	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8560219105740815
492	newton-cg	none	1.0	0	True	0.5						
493	liblinear	elasticnet	0.75	5	True	0.5						
494	sag	elasticnet	1.0	0	True	10.0						
495	lbfgs	none	0.75	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
496	lbfgs	elasticnet	0.9	0	False	0.005						
497	lbfgs	elasticnet	0.75	5	True	0.001						
498	lbfgs	l2	0.45	5	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
499	saga	none	1.0	0	True	0.5						
500	newton-cg	elasticnet	0.6	5	False	0.005						
501	saga	l2	0.45	5	True	0.01						
502	newton-cg	l2	0.3	1	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
503	lbfgs	elasticnet	0.45	5	True	0.001						
504	sag	l2	0.75	0	True	10.0						
505	liblinear	elasticnet	0.3	5	True	0.05						
506	newton-cg	l1	0.6	1	False	5.0						
507	newton-cg	elasticnet	0.75	5	False	1.0						
508	liblinear	none	0.9	0	False	0.005						
509	saga	l1	0.0	5	False	0.5	0.8637258598299191	0.7540290187385347	0.6034028892455858	0.886935286935287	0.521044992743106	0.8539961005123542
510	liblinear	l1	0.9	1	True	0.1						
511	saga	elasticnet	0.6	0	True	0.05						
512	liblinear	l2	0.9	0	False	10.0						
513	liblinear	elasticnet	0.15	5	False	0.01						
514	newton-cg	l2	0.75	1	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
515	newton-cg	l2	0.15	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
516	newton-cg	l2	0.75	5	True	0.1						
517	saga	l2	0.6	0	False	10.0	0.8609819446189938	0.7515812423464399	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559930578628009
518	sag	elasticnet	0.45	0	True	5.0						
519	saga	none	0.45	0	True	0.1						
520	saga	l2	0.0	0	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
521	lbfgs	none	0.6	0	True	10.0						
522	lbfgs	l2	0.6	0	True	0.001						
523	saga	elasticnet	0.6	1	True	0.05						
524	lbfgs	none	0.0	5	True	0.001						
525	lbfgs	elasticnet	1.0	5	True	0.001						
526	saga	elasticnet	0.0	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
527	sag	elasticnet	0.15	0	False	0.005						
528	sag	none	0.9	0	True	0.5						
529	lbfgs	l2	0.75	5	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
530	saga	none	0.9	0	True	0.1						
531	liblinear	l2	0.45	5	True	0.5	0.865552343848184	0.7538447628373824	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
532	sag	elasticnet	0.0	5	True	0.005						
533	newton-cg	l1	0.6	0	False	0.005						
534	liblinear	elasticnet	0.9	0	True	0.5						
535	newton-cg	none	0.3	5	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
536	newton-cg	none	0.75	0	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
537	newton-cg	l2	0.0	0	True	10.0						
538	sag	l2	0.45	5	True	5.0						
539	saga	none	0.0	1	False	1.0	0.8609819446189938	0.7516341783509699	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557889030723766
540	saga	none	0.9	0	False	0.01	0.8609819446189938	0.7516742911602272	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
541	lbfgs	elasticnet	0.0	5	True	0.1						
542	sag	none	0.6	1	False	0.1	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
543	saga	l1	0.15	0	True	10.0						
544	saga	l1	0.15	5	True	0.1						
545	lbfgs	l1	0.75	1	False	1.0						
546	lbfgs	none	0.6	1	False	0.005	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
547	liblinear	none	0.45	5	True	0.5						
548	liblinear	l1	1.0	1	True	0.1						
549	liblinear	l2	0.15	1	True	0.05	0.8600645134263333	0.7493708544770651	0.556780612991793	0.9439157706093191	0.4529753265602322	0.8552822319757987
550	newton-cg	l2	0.45	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
551	saga	l1	0.45	5	False	0.1	0.8582338402245402	0.7525783234204309	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.8563554654029761
552	newton-cg	l1	0.9	0	False	0.05						
553	liblinear	l2	0.45	0	False	0.01						
554	liblinear	elasticnet	0.0	5	True	1.0						
555	lbfgs	l2	0.15	5	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
556	sag	elasticnet	0.6	5	False	0.005						
557	lbfgs	l1	0.75	0	False	0.5						
558	sag	l1	1.0	0	True	0.5						
559	lbfgs	l1	1.0	1	False	5.0						
560	lbfgs	elasticnet	0.6	5	True	5.0						
561	newton-cg	elasticnet	0.15	5	False	10.0						
562	liblinear	none	0.15	5	False	1.0						
563	liblinear	l1	1.0	0	False	0.01						
564	sag	l2	0.9	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
565	liblinear	elasticnet	1.0	0	False	0.05						
566	lbfgs	none	0.0	5	True	0.005						
567	lbfgs	elasticnet	0.9	5	False	10.0						
568	liblinear	l2	0.75	0	False	0.1						
569	newton-cg	l1	0.3	1	True	0.05						
570	newton-cg	l1	0.15	0	True	0.5						
571	liblinear	l2	0.15	5	False	0.001	0.7586862720455783	0.700832804321694	0.0	0.0	0.0	0.8241178064944832
572	liblinear	none	0.75	5	False	1.0						
573	lbfgs	l2	0.9	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
574	liblinear	elasticnet	0.45	1	False	0.1						
575	sag	l2	0.3	5	True	0.01						
576	newton-cg	l2	0.0	5	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
577	sag	elasticnet	1.0	0	True	0.1						
578	sag	l1	0.0	0	True	1.0						
579	lbfgs	elasticnet	0.3	5	True	0.1						
580	newton-cg	l2	0.9	1	True	0.05						
581	saga	l1	0.9	5	True	0.005						
582	sag	elasticnet	0.3	0	True	0.005						
583	newton-cg	l1	0.9	0	True	0.5						
584	saga	l2	0.6	0	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
585	newton-cg	l2	1.0	1	True	0.1						
586	saga	none	1.0	5	True	0.5						
587	saga	l1	0.75	5	True	5.0						
588	sag	none	0.15	0	True	0.5						
589	saga	l2	0.75	5	True	0.005						
590	liblinear	none	0.6	5	True	0.5						
591	newton-cg	none	0.9	5	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
592	lbfgs	l2	0.45	1	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
593	liblinear	none	0.75	5	False	0.001						
594	lbfgs	l1	0.3	1	True	10.0						
595	lbfgs	elasticnet	0.3	5	False	5.0						
596	lbfgs	none	0.9	5	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
597	lbfgs	none	0.45	1	True	0.01						
598	lbfgs	elasticnet	0.6	0	False	0.5						
599	lbfgs	l1	0.45	5	True	0.005						
600	newton-cg	none	0.15	0	True	1.0						
601	newton-cg	l1	0.0	0	False	0.01						
602	liblinear	none	0.0	0	True	0.05						
603	saga	l2	0.3	5	False	0.1	0.8609777554354656	0.7529842086143723	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569539405809014
604	liblinear	elasticnet	0.45	1	True	0.5						
605	saga	none	0.6	0	False	0.001	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
606	newton-cg	l1	0.6	5	True	0.01						
607	liblinear	none	0.0	0	False	5.0						
608	liblinear	none	0.6	0	True	1.0						
609	newton-cg	none	1.0	0	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
610	newton-cg	l2	0.45	0	True	0.5						
611	saga	none	0.75	5	True	0.001						
612	saga	elasticnet	0.9	0	True	0.005						
613	liblinear	elasticnet	0.3	0	False	0.1						
614	saga	l1	0.75	0	True	0.05						
615	sag	none	0.0	0	True	0.001						
616	sag	l1	0.15	0	True	0.01						
617	lbfgs	none	1.0	5	False	0.001	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
618	liblinear	none	0.45	1	False	5.0						
619	sag	none	0.75	0	True	5.0						
620	lbfgs	none	0.3	0	True	0.005						
621	sag	none	1.0	0	True	0.005						
622	saga	l2	0.45	1	False	10.0	0.8609819446189938	0.7514429819140618	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559698882613181
623	lbfgs	l1	0.15	0	False	10.0						
624	newton-cg	none	0.3	5	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
625	sag	l2	0.3	5	True	0.1						
626	sag	l1	0.3	5	False	0.05						
627	saga	elasticnet	0.9	0	True	5.0						
628	sag	none	1.0	5	True	10.0						
629	newton-cg	l1	1.0	1	False	0.001						
630	saga	l2	0.15	5	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
631	saga	elasticnet	0.6	1	False	1.0	0.8628126178207868	0.7541459773970025	0.6116567280269639	0.8584572290454643	0.5436865021770683	0.856480056656233
632	saga	l2	0.45	5	False	0.001	0.7586862720455783	0.6479875258320724	0.0	0.0	0.0	0.8114497175931593
633	sag	elasticnet	0.15	5	False	10.0						
634	lbfgs	none	0.15	0	True	0.01						
635	sag	none	0.6	5	False	0.05	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
636	saga	l1	0.6	0	True	5.0						
637	saga	l2	0.75	5	True	10.0						
638	newton-cg	none	0.9	5	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
639	sag	l2	0.15	1	False	0.005	0.7586862720455783	0.7192085173154431	0.0	0.0	0.0	0.8415981779075665
640	sag	l1	0.3	0	False	5.0						
641	newton-cg	none	0.45	5	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
642	liblinear	elasticnet	0.45	5	True	0.5						
643	saga	l2	0.3	0	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
644	sag	l2	0.0	1	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
645	saga	none	0.75	0	True	0.1						
646	liblinear	elasticnet	0.45	5	False	0.1						
647	newton-cg	l2	0.6	5	True	0.005						
648	lbfgs	l2	0.45	5	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
649	liblinear	elasticnet	1.0	0	False	5.0						
650	sag	none	0.15	0	True	0.05						
651	lbfgs	l2	0.15	5	True	1.0						
652	liblinear	none	0.45	0	False	0.1						
653	liblinear	elasticnet	0.3	1	True	1.0						
654	liblinear	l1	0.0	5	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
655	lbfgs	elasticnet	1.0	0	True	1.0						
656	liblinear	elasticnet	0.3	0	False	1.0						
657	saga	l2	0.45	0	False	10.0	0.8609819446189938	0.75151244332859	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559475929844196
658	saga	none	1.0	0	True	0.5						
659	saga	none	0.75	5	False	0.005	0.8609819446189938	0.7516341783509699	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557889030723766
660	sag	l2	0.75	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
661	liblinear	none	0.3	5	False	0.05						
662	lbfgs	none	0.75	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
663	sag	none	0.75	1	True	0.1						
664	saga	l1	0.6	5	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
665	saga	elasticnet	0.75	0	True	0.005						
666	lbfgs	l2	0.9	5	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
