	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
7714	saga	l1	0.45	5	False	10.0	0.8609819446189938	0.7513485879920768	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557897773969609
7715	liblinear	l2	0.45	1	True	0.01	0.7787775962464915	0.7403970477621611	0.14678565957780945	0.8	0.08301886792452831	0.8473892667914036
7716	liblinear	l2	0.6	0	True	0.05						
7717	saga	l1	0.0	0	True	0.5						
7718	liblinear	l1	0.0	0	False	0.5						
7719	lbfgs	elasticnet	0.15	0	False	0.5						
7720	saga	none	0.6	5	False	10.0	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7721	saga	l2	0.75	0	False	0.1	0.8600645134263333	0.7529842086143723	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8569539405809014
7722	lbfgs	none	0.3	1	True	10.0						
7723	sag	l2	0.9	5	True	0.05						
7724	saga	elasticnet	0.45	5	True	0.005						
7725	sag	none	0.9	0	True	0.1						
7726	sag	l2	0.0	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
7727	liblinear	none	0.15	0	True	0.001						
7728	sag	elasticnet	0.15	0	False	0.005						
7729	lbfgs	none	0.75	5	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7730	newton-cg	none	0.3	1	True	0.1						
7731	lbfgs	l1	0.9	1	False	0.05						
7732	newton-cg	l2	1.0	1	True	10.0						
7733	lbfgs	elasticnet	0.0	5	True	1.0						
7734	newton-cg	l1	0.45	5	True	0.001						
7735	newton-cg	l1	0.15	0	True	10.0						
7736	liblinear	l2	0.75	0	False	0.01						
7737	newton-cg	elasticnet	0.15	0	True	1.0						
7738	newton-cg	l2	0.3	0	True	5.0						
7739	newton-cg	l2	0.9	5	True	0.01						
7740	liblinear	l1	0.15	0	True	1.0						
7741	saga	none	0.75	0	False	0.1	0.8609819446189938	0.7518813597873455	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8558111983492752
7742	newton-cg	none	0.6	5	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7743	sag	l1	0.75	1	True	0.1						
7744	lbfgs	l1	0.3	0	True	10.0						
7745	newton-cg	none	0.3	1	True	0.05						
7746	lbfgs	elasticnet	0.45	0	True	1.0						
7747	liblinear	none	0.6	0	False	1.0						
7748	liblinear	l2	0.0	1	False	0.1	0.8600645134263333	0.7521490197891219	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8567419168692186
7749	sag	l2	0.75	1	True	1.0						
7750	sag	elasticnet	0.9	5	True	0.5						
7751	liblinear	l2	0.75	5	True	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
7752	lbfgs	l2	0.3	0	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
7753	lbfgs	l2	0.45	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
7754	sag	elasticnet	0.9	0	False	0.05						
7755	saga	l1	0.15	5	True	10.0						
7756	newton-cg	l2	0.0	1	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7757	newton-cg	elasticnet	0.15	0	False	5.0						
7758	saga	l1	0.45	0	True	10.0						
7759	newton-cg	none	0.9	1	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7760	saga	l2	0.0	5	False	5.0	0.8628084286372586	0.752362387211452	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8565159039641875
7761	sag	l1	1.0	0	True	0.05						
7762	liblinear	l2	0.6	1	True	0.05	0.8600645134263333	0.7493708544770651	0.556780612991793	0.9439157706093191	0.4529753265602322	0.8552822319757987
7763	newton-cg	none	1.0	5	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7764	newton-cg	none	0.75	0	False	0.01	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7765	sag	l2	0.9	5	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
7766	lbfgs	l1	0.75	1	True	0.001						
7767	newton-cg	elasticnet	0.9	0	True	0.001						
7768	liblinear	none	0.15	5	False	1.0						
7769	liblinear	l1	0.9	5	True	10.0						
7770	saga	l1	0.45	0	False	0.1	0.8582338402245402	0.7525977706233438	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.856378197842167
7771	liblinear	l1	0.75	0	True	1.0						
7772	newton-cg	l2	0.0	1	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
7773	newton-cg	l1	0.15	0	False	1.0						
7774	newton-cg	none	0.6	0	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7775	newton-cg	none	0.0	1	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7776	newton-cg	l2	0.15	0	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7777	lbfgs	l1	0.9	5	True	0.01						
7778	saga	none	0.0	5	False	0.005	0.8609819446189938	0.7516252271836563	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7779	saga	none	0.15	0	False	0.1	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7780	saga	l1	1.0	1	False	10.0	0.8609819446189938	0.7513418204490249	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557902145592529
7781	lbfgs	l1	0.45	1	True	0.5						
7782	lbfgs	l1	0.0	5	True	5.0						
7783	liblinear	elasticnet	0.75	5	True	0.001						
7784	newton-cg	l1	0.6	0	True	1.0						
7785	sag	none	0.75	0	False	0.001	0.8609819446189938	0.7507470213941954	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554256212076172
7786	liblinear	l2	0.9	5	False	5.0	0.8628084286372586	0.7517856591798145	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8563803836536277
7787	liblinear	l1	1.0	1	True	10.0						
7788	lbfgs	elasticnet	0.15	0	True	0.1						
7789	newton-cg	none	0.75	0	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7790	sag	l2	0.3	5	True	0.05						
7791	liblinear	none	1.0	1	False	1.0						
7792	lbfgs	none	0.0	5	True	0.5						
7793	liblinear	l1	0.6	5	False	0.1	0.8573205982154078	0.7522569567052031	0.5616208445642409	0.8887798707824469	0.48686502177068214	0.8559952436742616
7794	sag	l2	0.75	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
7795	saga	none	0.15	0	False	0.005	0.8609819446189938	0.7513448581450601	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7796	sag	l1	0.9	0	True	0.001						
7797	saga	l1	0.75	1	True	0.05						
7798	liblinear	l1	0.15	5	True	10.0						
7799	sag	none	0.3	0	False	5.0	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
7800	lbfgs	none	0.15	1	False	0.005	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7801	sag	l2	0.9	0	True	10.0						
7802	liblinear	elasticnet	0.3	5	False	10.0						
7803	lbfgs	elasticnet	0.9	0	False	0.1						
7804	liblinear	l2	0.6	0	False	5.0						
7805	sag	l1	0.9	0	True	5.0						
7806	sag	l2	1.0	5	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
7807	lbfgs	elasticnet	0.75	0	False	10.0						
7808	newton-cg	elasticnet	0.6	0	False	0.1						
7809	newton-cg	l1	0.9	0	True	0.05						
7810	liblinear	none	0.0	5	True	1.0						
7811	lbfgs	l1	0.9	0	False	10.0						
7812	newton-cg	none	1.0	0	True	10.0						
7813	sag	elasticnet	0.15	5	False	0.001						
7814	saga	elasticnet	0.45	5	True	0.001						
7815	sag	elasticnet	0.75	1	False	0.005						
7816	saga	l2	0.45	0	True	10.0						
7817	newton-cg	l2	0.75	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7818	saga	l2	0.6	5	False	0.05	0.8591512714172008	0.7490610379537804	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548970919964326
7819	lbfgs	none	1.0	0	True	1.0						
7820	newton-cg	l1	0.45	1	True	5.0						
7821	lbfgs	elasticnet	0.6	5	False	10.0						
7822	sag	elasticnet	0.0	5	False	0.5						
7823	lbfgs	l1	0.9	1	False	5.0						
7824	liblinear	l1	0.45	5	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7825	lbfgs	l2	1.0	1	True	0.1						
7826	newton-cg	none	0.75	0	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7827	lbfgs	elasticnet	0.15	1	True	0.05						
7828	saga	l1	0.9	0	True	1.0						
7829	sag	l1	0.15	5	False	1.0						
7830	liblinear	none	0.3	1	False	10.0						
7831	sag	l1	0.3	0	True	0.1						
7832	newton-cg	l1	0.75	1	True	5.0						
7833	newton-cg	none	1.0	0	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7834	saga	elasticnet	0.3	5	False	0.1	0.8591512714172008	0.754434898498501	0.568160242560074	0.9130937950937952	0.47561683599419446	0.8562059558990679
7835	newton-cg	elasticnet	0.0	0	False	0.01						
7836	saga	elasticnet	1.0	1	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7837	saga	l2	0.3	0	True	1.0						
7838	liblinear	none	0.6	0	False	0.005						
7839	saga	l2	0.3	1	True	0.05						
7840	liblinear	l2	1.0	5	True	0.5	0.865552343848184	0.7538447628373824	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
7841	lbfgs	elasticnet	0.0	0	False	5.0						
7842	newton-cg	l1	0.15	5	False	0.1						
7843	newton-cg	none	0.75	0	True	0.01						
7844	sag	l2	0.0	0	True	5.0						
7845	sag	elasticnet	0.45	5	True	0.01						
7846	newton-cg	l1	0.3	0	False	5.0						
7847	saga	l1	1.0	0	True	0.005						
7848	saga	l2	0.6	1	True	10.0						
7849	liblinear	l1	0.15	0	True	0.005						
7850	sag	elasticnet	0.75	5	True	10.0						
7851	saga	l1	0.0	0	False	0.5	0.8637258598299191	0.7540290187385347	0.6034028892455858	0.886935286935287	0.521044992743106	0.8539961005123542
7852	sag	none	0.45	1	False	10.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7853	liblinear	l1	0.3	1	False	0.05	0.8554941141971429	0.7324879656148012	0.5499396158623033	0.9003101058935371	0.4642235123367199	0.8443378739923408
7854	newton-cg	l2	0.45	5	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7855	lbfgs	l1	0.9	5	True	0.05						
7856	saga	l1	0.45	0	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7857	saga	l1	0.75	5	False	5.0	0.8618951866281261	0.7519680994018607	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8558776470176788
7858	sag	l2	0.75	5	False	0.1	0.8609777554354656	0.752868011439602	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7859	saga	l1	0.9	1	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7860	saga	l1	0.75	5	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7861	liblinear	l2	0.15	1	False	0.05	0.8600645134263333	0.7493708544770651	0.556780612991793	0.9439157706093191	0.4529753265602322	0.8552822319757987
7862	newton-cg	none	0.0	1	True	0.05						
7863	lbfgs	l1	0.3	1	True	0.5						
7864	sag	elasticnet	0.15	0	True	5.0						
7865	newton-cg	l2	0.6	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
7866	newton-cg	elasticnet	0.75	5	False	0.1						
7867	saga	elasticnet	0.3	5	False	0.01	0.7586862720455783	0.7435562066933247	0.0	0.0	0.0	0.8458032419955585
7868	lbfgs	l2	0.3	0	True	0.001						
7869	newton-cg	l1	0.15	0	True	0.1						
7870	newton-cg	l2	0.15	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7871	lbfgs	l1	1.0	0	False	0.1						
7872	liblinear	none	0.0	0	False	0.5						
7873	saga	none	0.15	1	True	0.5						
7874	saga	l1	0.0	0	True	1.0						
7875	sag	elasticnet	0.6	5	False	0.001						
7876	saga	l2	1.0	5	False	0.005	0.7586862720455783	0.7188495765081042	0.0	0.0	0.0	0.8415981779075665
7877	newton-cg	l1	0.75	1	False	0.005						
7878	sag	l2	0.9	5	True	1.0						
7879	lbfgs	l2	0.3	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
7880	saga	elasticnet	0.15	1	False	0.01	0.7586862720455783	0.7520687083747478	0.0	0.0	0.0	0.8485997691783098
7881	sag	elasticnet	0.3	1	False	1.0						
7882	saga	elasticnet	0.75	0	True	5.0						
7883	lbfgs	l2	1.0	1	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7884	liblinear	l2	0.9	5	False	0.01	0.7659922081186378	0.7380667909861169	0.05740259740259741	0.6	0.030188679245283023	0.8476852256631752
7885	newton-cg	elasticnet	1.0	0	False	0.001						
7886	saga	elasticnet	0.75	5	True	5.0						
7887	saga	none	0.9	5	False	0.05	0.8609819446189938	0.7516116070255817	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7888	saga	l1	0.75	5	True	0.1						
7889	saga	elasticnet	0.75	0	False	0.01	0.7586862720455783	0.44355883640169236	0.0	0.0	0.0	0.6855712399671254
7890	newton-cg	l2	0.15	0	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7891	saga	l2	0.6	5	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
7892	sag	elasticnet	0.0	5	True	1.0						
7893	saga	l2	0.9	1	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
7894	newton-cg	none	1.0	0	False	5.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7895	liblinear	l2	0.6	0	False	10.0						
7896	sag	none	0.0	1	True	0.5						
7897	saga	none	0.9	0	True	0.05						
7898	sag	elasticnet	0.45	5	False	0.005						
7899	sag	l1	0.6	1	False	0.5						
7900	sag	l2	0.15	0	False	0.005	0.7586862720455783	0.7192069952120969	0.0	0.0	0.0	0.8415981779075665
7901	liblinear	l2	0.45	5	False	0.01	0.7659922081186378	0.7380667909861169	0.05740259740259741	0.6	0.030188679245283023	0.8476852256631752
7902	saga	l2	0.9	0	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
7903	saga	l2	0.6	1	True	0.005						
7904	newton-cg	l2	0.9	0	True	1.0						
7905	newton-cg	l2	0.0	0	True	5.0						
7906	liblinear	l2	0.3	0	True	0.001						
7907	sag	none	0.9	1	False	0.1	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7908	saga	none	0.15	5	False	10.0	0.8609819446189938	0.7516116070255817	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7909	sag	l1	0.45	5	False	0.1						
7910	liblinear	l1	0.0	0	True	0.005						
7911	sag	l1	0.3	5	True	0.1						
7912	lbfgs	l1	0.9	1	False	0.1						
7913	newton-cg	elasticnet	0.15	5	False	0.05						
7914	liblinear	elasticnet	0.15	5	False	0.001						
7915	liblinear	l2	0.75	5	False	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
7916	lbfgs	l1	0.75	1	True	0.1						
7917	newton-cg	l2	1.0	5	True	0.01						
7918	lbfgs	none	0.3	5	True	0.05						
7919	liblinear	l1	0.75	5	False	0.1	0.8573205982154078	0.7520322188464098	0.5616208445642409	0.8887798707824469	0.48686502177068214	0.8560415828772274
7920	sag	l2	0.75	0	False	0.5	0.8664655858573163	0.7538025828893875	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8579340584398553
7921	saga	l1	1.0	1	True	0.1						
7922	saga	elasticnet	0.9	5	True	0.001						
7923	saga	elasticnet	0.45	5	True	5.0						
7924	liblinear	l1	0.15	0	False	0.1						
7925	saga	l1	0.9	1	True	0.001						
7926	liblinear	none	0.9	5	False	5.0						
7927	liblinear	l2	0.75	1	False	0.05	0.8600645134263333	0.7493708544770651	0.556780612991793	0.9439157706093191	0.4529753265602322	0.8552822319757987
7928	newton-cg	none	1.0	0	True	5.0						
7929	sag	l1	0.3	0	True	0.05						
7930	saga	elasticnet	0.3	5	True	0.01						
7931	saga	none	0.6	0	False	0.5	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7932	liblinear	l2	0.6	0	False	0.1						
7933	lbfgs	l1	0.75	1	False	0.01						
7934	lbfgs	elasticnet	0.9	0	True	1.0						
7935	liblinear	l2	0.6	5	False	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
7936	liblinear	elasticnet	0.9	0	True	0.05						
7937	sag	l1	0.75	0	True	0.1						
7938	liblinear	none	0.3	0	False	5.0						
7939	saga	elasticnet	0.3	5	False	0.05	0.8573205982154078	0.752178338435021	0.5487351880152972	0.9332467532467532	0.44535558780841794	0.8551016839491492
7940	lbfgs	l1	0.9	0	False	0.005						
7941	sag	l1	1.0	1	False	0.5						
7942	newton-cg	l2	0.75	0	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7943	newton-cg	l2	0.75	5	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7944	newton-cg	l1	1.0	5	True	0.001						
7945	saga	none	0.0	5	False	0.05	0.8609819446189938	0.7516968624856155	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8558116355115672
7946	lbfgs	elasticnet	0.6	0	False	0.01						
7947	sag	elasticnet	0.9	0	True	10.0						
7948	newton-cg	l1	0.45	5	True	5.0						
7949	sag	none	0.15	0	False	1.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7950	lbfgs	l2	1.0	1	True	5.0						
7951	lbfgs	l1	0.75	5	False	0.5						
7952	sag	none	0.75	1	True	1.0						
7953	newton-cg	l1	0.3	0	False	10.0						
7954	newton-cg	none	1.0	1	True	1.0						
7955	liblinear	l2	0.9	1	False	0.05	0.8600645134263333	0.7493708544770651	0.556780612991793	0.9439157706093191	0.4529753265602322	0.8552822319757987
7956	lbfgs	elasticnet	0.75	1	True	10.0						
7957	newton-cg	l2	0.15	0	True	5.0						
7958	newton-cg	none	0.3	0	True	0.5						
7959	lbfgs	elasticnet	0.15	1	True	0.01						
7960	saga	l2	0.75	1	False	10.0	0.8609819446189938	0.75151244332859	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559475929844196
7961	sag	none	0.9	0	False	10.0	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
7962	newton-cg	elasticnet	0.15	0	True	0.1						
7963	sag	l1	0.45	0	True	0.1						
7964	newton-cg	elasticnet	0.9	1	False	0.05						
7965	lbfgs	none	1.0	1	False	0.001	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7966	sag	l1	0.9	5	False	1.0						
7967	saga	l1	0.45	5	True	1.0						
7968	sag	l2	0.45	0	False	1.0	0.8628126178207868	0.7536426324592191	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577657509573855
7969	sag	l2	0.9	1	False	1.0	0.8628126178207868	0.7537389960826941	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578116529980591
7970	liblinear	l1	0.6	0	True	0.05						
7971	sag	l1	0.3	1	True	0.1						
7972	saga	l1	0.6	1	True	0.01						
7973	liblinear	elasticnet	0.3	5	False	0.005						
7974	lbfgs	l1	0.75	5	True	0.1						
7975	sag	l2	0.0	1	True	0.5						
7976	lbfgs	elasticnet	0.6	0	False	1.0						
7977	saga	l1	1.0	0	False	0.1	0.8582338402245402	0.7525783234204309	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.8563554654029761
7978	saga	elasticnet	0.6	0	True	5.0						
7979	lbfgs	l2	0.9	5	True	0.001						
7980	newton-cg	l2	0.0	0	True	1.0						
7981	newton-cg	l1	1.0	1	True	0.001						
7982	newton-cg	elasticnet	0.3	5	True	0.01						
7983	newton-cg	elasticnet	0.3	0	True	0.01						
7984	liblinear	l1	0.0	5	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7985	saga	none	0.15	0	False	0.005	0.8609819446189938	0.7516742911602272	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7986	liblinear	l2	0.0	5	True	0.5	0.865552343848184	0.7538447628373824	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
